id,title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness,popularity,release_decade,secondary_moods,language,explicit
7633,Distant Motion Frozen,GoldenEcho7633,rock,happy,0.87,109,0.03,0.49,0.75,72,1990s,introspective|aggressive,german,false
7634,Library Reverie Amber,VelvetRiders7634,metal,chill,0.30,141,0.46,0.52,0.20,61,1990s,nostalgic|focused,japanese,false
7635,Iron Drift Golden,NovaGarden7635,rock,happy,0.45,135,0.55,0.69,0.30,46,1990s,cozy|gritty,japanese,false
7636,Glass Bloom Winter,StaticRoom7636,latin,energetic,1.00,94,0.59,0.72,0.00,87,1970s,focused|cozy,hindi,false
7637,Faded Horizon Faded,IronDrift7637,reggae,happy,0.58,94,0.50,0.27,0.20,68,1990s,wistful|bright,spanish,false
7638,Desert Runner Storm,VoltCollective7638,latin,romantic,0.63,112,1.00,0.49,0.31,77,2020s,warm|introspective,french,false
7639,Burning Motion Ocean,NeonSignal7639,classical,intense,0.66,140,0.63,0.48,0.93,23,2020s,fierce|gritty,german,false
7640,Frozen Waves Distant,VelvetCircuit7640,indie,angry,0.71,50,0.24,0.46,0.02,43,1980s,nostalgic|aggressive,english,false
7641,Desert Sky Broken,NovaSignal7641,classical,melancholy,0.35,122,0.63,0.84,0.57,35,1970s,playful|nostalgic,hindi,true
7642,Storm Echo Desert,IronDrift7642,edm,sad,0.45,50,0.53,0.41,0.00,49,1970s,fierce|cozy,portuguese,false
7643,Rooftop Heart Neon,GoldenSound7643,latin,sad,0.41,80,0.71,0.34,0.79,38,2020s,aggressive|focused,spanish,false
7644,Velvet Reverie Crystal,Lunarline7644,classical,romantic,0.56,98,0.67,0.48,0.71,44,2010s,cozy|moody,german,false
7645,Frozen Lights Electric,PixelDrift7645,jazz,peaceful,0.65,68,0.33,0.56,0.22,36,2000s,nostalgic|dreamy,portuguese,false
7646,Neon Heart Distant,PixelGarden7646,pop,happy,0.76,99,0.14,0.52,0.84,30,1980s,gritty|bright,japanese,false
7647,Falling Fire Faded,Silver77647,latin,romantic,0.67,50,0.12,0.51,0.29,67,1970s,aggressive|bright,korean,false
7648,Silent Reverie Desert,CrimsonSociety7648,kpop,happy,0.32,103,0.64,0.74,0.46,76,1980s,tender|bittersweet,korean,false
7649,Frozen Sky Broken,LunarHouse7649,jazz,energetic,0.86,119,0.00,0.70,0.08,40,1990s,gritty|nostalgic,portuguese,false
7650,Velvet Horizon Paper,NeonUnion7650,reggae,angry,0.24,117,0.58,0.77,0.54,63,2020s,tender|uplifting,german,false
7651,Electric Horizon Winter,PixelTheory7651,latin,chill,0.60,106,0.11,0.49,0.23,41,1990s,nostalgic|dark,english,false
7652,City Rain Electric,LoParade7652,folk,happy,0.65,91,0.63,0.48,0.03,29,2020s,moody|nostalgic,german,false
7653,Midnight Echo Golden,LoSound7653,rock,hopeful,0.62,74,0.79,0.57,0.96,28,1970s,introspective|aggressive,japanese,false
7654,Glass Horizon Paper,NeonProject7654,jazz,happy,0.43,100,0.53,0.64,0.57,45,2020s,nostalgic|aggressive,japanese,false
7655,Iron Static Wild,GoldenEcho7655,reggae,energetic,0.29,116,0.63,0.62,0.41,38,2010s,aggressive|dark,hindi,false
7656,Velvet City Hollow,SolarSociety7656,jazz,melancholy,0.78,163,0.46,0.49,0.27,54,1990s,fierce|bright,english,true
7657,Amber Waves Midnight,Solarline7657,kpop,happy,0.67,105,0.39,0.52,0.15,56,2000s,fierce|warm,french,false
7658,Paper Drift Midnight,StaticUnion7658,country,melancholy,0.46,152,0.00,0.22,0.75,72,1980s,uplifting|nostalgic,french,false
7659,Frozen Drift Midnight,CrimsonEcho7659,lofi,intense,0.31,103,0.38,0.69,0.61,41,1970s,bright|dreamy,portuguese,false
7660,Shadow Runner Ocean,PixelParade7660,jazz,melancholy,0.66,97,0.39,0.75,0.00,42,1980s,uplifting|bittersweet,german,false
7661,Iron Sky Winter,PixelSound7661,reggae,intense,0.50,132,0.74,0.72,0.64,29,2010s,fierce|dark,korean,false
7662,Amber Drift Golden,Solar77662,rnb,angry,0.58,80,0.85,1.00,0.05,37,1980s,fierce|bittersweet,spanish,false
7663,Amber Echo Crystal,CrimsonProject7663,country,happy,0.62,91,0.72,0.49,0.92,62,1980s,playful|gritty,japanese,false
7664,Iron Runner Midnight,SolarRiders7664,classical,hopeful,0.40,66,0.75,0.59,0.31,33,2000s,triumphant|aggressive,french,false
7665,Winter Heart Distant,IndigoUnion7665,country,energetic,0.33,78,0.53,0.25,0.48,85,1970s,dark|dreamy,korean,false
7666,Sunrise Coding Burning,IndigoMachine7666,jazz,angry,0.57,121,0.23,0.42,0.94,84,2010s,uplifting|dark,english,false
7667,City Parade Frozen,ShadowSignal7667,latin,angry,0.30,67,0.20,0.19,0.91,84,2000s,fierce|triumphant,spanish,false
7668,Neon Runner Sunrise,StaticParade7668,classical,chill,0.74,141,0.38,0.59,0.13,48,2000s,triumphant|moody,portuguese,false
7669,Velvet Heart City,GlassRiders7669,hiphop,happy,0.34,122,0.51,0.36,0.46,37,1970s,warm|bittersweet,spanish,false
7670,Winter Pulse Golden,IronRoom7670,country,peaceful,0.68,120,0.57,0.45,0.27,48,1980s,moody|cozy,spanish,false
7671,Hollow Heart Golden,AmberRoom7671,rock,romantic,0.48,129,0.64,0.69,0.26,57,2010s,uplifting|bright,english,false
7672,Golden Echo Burning,CrimsonMachine7672,jazz,chill,0.31,117,0.86,0.68,0.49,47,2010s,dark|focused,japanese,false
7673,Winter Motion Wild,GoldenDrift7673,rock,hopeful,0.01,160,0.29,0.56,0.00,70,2020s,playful|uplifting,japanese,false
7674,Electric Echo Ocean,Iron77674,rock,peaceful,0.16,144,0.90,0.77,0.28,42,1990s,tender|introspective,japanese,false
7675,Winter Bloom Silent,Volt77675,metal,romantic,0.81,50,0.57,0.37,0.57,64,1970s,dreamy|bittersweet,german,false
7676,Sunrise Sky Broken,ShadowSound7676,rnb,melancholy,0.50,131,0.44,0.57,0.61,43,1970s,fierce|playful,japanese,false
7677,Winter Nights Storm,NeonSociety7677,rock,energetic,0.58,129,0.50,0.22,0.43,26,2010s,gritty|moody,hindi,false
7678,Wild Streets Midnight,CrimsonSignal7678,folk,melancholy,0.63,135,0.13,0.97,0.60,71,1990s,uplifting|bright,japanese,false
7679,Frozen Parade Crystal,Shadow77679,classical,hopeful,0.37,83,0.39,0.47,0.28,67,2000s,wistful|cozy,french,false
7680,City Dreams Paper,StaticParade7680,jazz,peaceful,0.37,139,0.75,0.55,0.33,55,1980s,introspective|dark,portuguese,false
7681,Silent Horizon Distant,Lo77681,rnb,melancholy,0.97,123,0.89,0.79,0.28,51,1990s,dreamy|introspective,french,false
7682,Shadow Fire Desert,IronDrift7682,jazz,chill,0.85,113,0.89,0.56,0.08,61,1980s,dark|triumphant,french,false
7683,Neon Horizon Glass,LunarMachine7683,metal,hopeful,0.52,103,0.65,0.63,0.20,39,1990s,fierce|focused,hindi,false
7684,Broken Streets Midnight,NovaEcho7684,kpop,angry,0.74,153,0.79,0.78,0.96,32,2000s,introspective|nostalgic,english,false
7685,Broken Streets Rooftop,LoTheory7685,country,romantic,0.44,74,0.68,0.35,0.01,36,1990s,bittersweet|warm,german,false
7686,Rooftop Heart Hollow,SolarCircuit7686,edm,melancholy,0.43,53,0.45,0.25,0.53,26,1980s,fierce|tender,korean,true
7687,Wild Pulse Faded,GlassSociety7687,metal,energetic,0.84,119,0.31,0.62,0.00,33,1990s,warm|tender,japanese,true
7688,Iron Signal Burning,VelvetRiders7688,rock,intense,0.52,146,0.51,0.74,0.02,31,1990s,tender|dark,french,false
7689,Iron Rain Faded,Static77689,rock,romantic,0.69,152,0.00,0.37,0.62,53,1970s,nostalgic|uplifting,english,false
7690,Crystal Hymn Electric,CrimsonUnion7690,indie,hopeful,0.38,150,0.33,0.48,0.68,29,1980s,wistful|focused,hindi,false
7691,Iron Nights Rising,Cosmicline7691,hiphop,angry,0.22,56,0.08,0.72,0.33,34,2020s,dark|nostalgic,hindi,false
7692,Velvet Road Rising,GoldenGarden7692,folk,romantic,0.46,134,0.31,0.74,0.69,33,2010s,focused|dreamy,japanese,false
7693,Broken Drift Shadow,CrimsonProject7693,kpop,peaceful,0.52,130,0.54,0.46,0.76,74,1990s,bright|wistful,hindi,false
7694,Burning Motion Desert,VelvetRoom7694,latin,happy,0.16,117,0.91,0.62,0.50,51,2010s,wistful|focused,german,false
7695,Hollow Rain Glass,IndigoCollective7695,edm,energetic,1.00,52,0.56,0.25,0.53,57,2020s,bittersweet|bright,english,false
7696,Paper Static Distant,GoldenTheory7696,jazz,peaceful,0.29,88,0.30,0.42,0.74,47,2000s,moody|dreamy,japanese,false
7697,Golden Heart Iron,SilverMachine7697,jazz,chill,0.43,125,0.44,0.65,0.42,52,1990s,nostalgic|moody,japanese,false
7698,Faded Coding Iron,ShadowCircuit7698,metal,peaceful,0.09,73,0.63,0.60,0.43,3,1970s,dark|warm,hindi,false
7699,Glass Horizon Frozen,PaperHouse7699,latin,energetic,0.56,81,0.60,0.48,0.26,63,1980s,tender|bright,german,false
7700,Paper Reverie Frozen,ShadowLanterns7700,metal,chill,1.00,130,0.45,0.25,0.51,52,2000s,dark|playful,spanish,false
7701,Falling Horizon Hollow,LoSound7701,classical,intense,0.67,94,0.81,0.90,0.14,28,1980s,aggressive|wistful,portuguese,true
7702,Neon Coding Falling,VoltRiders7702,rock,sad,0.10,76,0.22,0.33,0.59,67,1980s,nostalgic|tender,hindi,true
7703,Library City Library,LoSignal7703,latin,intense,0.37,122,1.00,0.20,0.52,37,2010s,introspective|fierce,japanese,false
7704,Faded Runner Amber,LunarDrift7704,lofi,angry,0.59,109,0.97,0.63,0.42,19,1970s,fierce|tender,korean,false
7705,Midnight Sky Rooftop,VelvetLanterns7705,jazz,chill,0.79,85,0.51,0.60,0.82,56,1980s,bright|cozy,french,false
7706,Golden Waves Paper,VelvetWave7706,metal,peaceful,0.28,83,0.47,0.62,0.47,40,1980s,tender|fierce,spanish,true
7707,Midnight Reverie Frozen,Glass77707,hiphop,energetic,0.75,141,0.80,1.00,0.25,32,2010s,warm|cozy,french,false
7708,Falling Pulse Library,LoEcho7708,kpop,angry,0.88,141,0.19,0.57,0.16,61,1980s,bittersweet|playful,portuguese,false
7709,Summer Heart Burning,IndigoTheory7709,indie,peaceful,1.00,178,0.75,0.42,0.29,100,1990s,moody|bittersweet,spanish,false
7710,Electric Runner Sunrise,LunarMachine7710,folk,hopeful,0.70,114,1.00,0.32,0.00,60,1970s,dark|wistful,portuguese,false
7711,Paper Rain Storm,Glass77711,metal,romantic,0.56,99,0.78,0.82,0.93,65,2000s,warm|bright,hindi,false
7712,Neon Runner Desert,LunarProject7712,metal,sad,0.83,103,0.20,0.75,0.53,45,2000s,bittersweet|dark,english,true
7713,Desert Static Rooftop,ShadowParade7713,indie,sad,0.61,86,0.75,0.22,0.98,56,1980s,cozy|dreamy,french,false
7714,Glass Streets Summer,LoSociety7714,folk,happy,0.60,109,0.58,0.49,0.81,39,2020s,introspective|gritty,hindi,false
7715,Midnight Hymn Silent,EchoRoom7715,classical,sad,0.27,105,0.22,0.33,0.08,42,1990s,focused|warm,korean,false
7716,Ocean Dreams Neon,PixelTheory7716,metal,sad,0.49,50,0.34,0.47,0.30,52,1980s,warm|triumphant,french,false
7717,Hollow Static Storm,GlassCollective7717,country,chill,0.36,128,0.11,0.55,0.73,51,2010s,tender|bittersweet,french,false
7718,Faded Drift City,IndigoParade7718,kpop,intense,0.95,154,0.32,0.62,0.00,84,1990s,playful|triumphant,english,false
7719,Amber Bloom Rising,Paperline7719,kpop,romantic,0.24,121,0.75,0.54,0.64,81,2000s,cozy|tender,german,false
7720,Velvet Pulse Storm,Static77720,rnb,happy,0.70,140,0.20,0.50,0.63,49,1980s,aggressive|cozy,portuguese,false
7721,Distant City Frozen,SolarEcho7721,pop,angry,0.56,77,0.45,0.54,0.20,17,2020s,warm|dark,hindi,false
7722,Velvet Motion Rising,GlassMachine7722,pop,melancholy,0.39,98,0.54,0.64,0.07,43,1970s,warm|cozy,german,false
7723,Distant Road Winter,GoldenEcho7723,edm,energetic,0.46,81,0.38,1.00,0.58,77,2000s,nostalgic|playful,hindi,false
7724,Midnight Runner Broken,SilverSignal7724,rnb,angry,0.78,87,0.34,0.28,0.58,8,1970s,moody|nostalgic,french,false
7725,Library Static Shadow,VoltRoom7725,pop,sad,0.65,132,0.13,0.70,0.09,71,1990s,warm|dark,hindi,false
7726,Amber City Rooftop,LoEcho7726,lofi,angry,0.90,113,0.30,0.75,0.75,57,1970s,fierce|uplifting,english,false
7727,Wild Bloom City,NovaRiders7727,folk,energetic,0.60,124,0.48,0.47,0.86,18,1970s,triumphant|aggressive,german,false
7728,Rooftop Dreams Sunrise,PixelSociety7728,edm,romantic,0.82,103,0.28,0.50,0.46,59,1990s,tender|gritty,german,false
7729,Falling Signal Ocean,CrimsonDrift7729,rock,chill,0.66,131,0.37,1.00,0.85,73,1980s,uplifting|fierce,english,false
7730,Wild Sky Burning,CrimsonRoom7730,hiphop,melancholy,0.17,119,0.40,0.57,0.74,37,2010s,gritty|wistful,english,false
7731,Sunrise Motion Broken,SilverCollective7731,lofi,hopeful,0.27,124,0.43,0.38,0.38,35,2010s,playful|triumphant,korean,false
7732,Faded Pulse Shadow,IndigoProject7732,lofi,angry,0.48,143,0.66,0.53,0.80,70,1980s,dreamy|nostalgic,german,false
7733,Faded Static Glass,StaticUnion7733,edm,chill,0.31,84,0.59,0.71,0.27,48,2000s,warm|dreamy,spanish,false
7734,Iron Fire Summer,CosmicDrift7734,folk,melancholy,0.50,86,0.41,0.51,0.14,47,1980s,playful|uplifting,english,false
7735,Faded Dreams Storm,PaperSound7735,rnb,sad,0.52,145,0.76,0.72,0.04,29,1980s,focused|uplifting,german,false
7736,Ocean Nights Sunrise,StaticTheory7736,rock,peaceful,0.34,116,0.14,0.79,0.12,82,2010s,gritty|cozy,spanish,false
7737,Hollow Waves Shadow,NovaTheory7737,rock,chill,0.69,111,0.66,0.53,0.22,77,2010s,bittersweet|bright,french,false
7738,Velvet Runner Sunrise,VoltWave7738,rock,peaceful,0.44,137,0.24,0.73,0.03,43,2020s,aggressive|bittersweet,portuguese,false
7739,Burning Reverie Crystal,VelvetSociety7739,edm,angry,1.00,142,0.34,0.59,0.09,18,1980s,cozy|bittersweet,korean,false
7740,Golden Nights Crystal,NeonTheory7740,pop,melancholy,0.98,101,0.67,0.28,0.11,64,2010s,dreamy|nostalgic,korean,false
7741,Crystal Echo Sunrise,LunarDrift7741,latin,chill,0.66,50,0.53,0.32,0.20,36,1990s,introspective|warm,english,false
7742,Winter Drift Summer,Novaline7742,rnb,hopeful,1.00,111,0.00,0.70,0.18,100,2000s,dark|dreamy,french,false
7743,Ocean Drift Desert,IndigoUnion7743,metal,hopeful,0.80,178,0.40,0.53,0.62,84,2020s,dark|playful,japanese,false
7744,Amber Hymn Broken,Static77744,hiphop,melancholy,0.57,117,0.63,0.63,0.02,61,1970s,wistful|nostalgic,korean,false
7745,Wild Signal Library,NeonHouse7745,classical,happy,0.50,125,0.82,0.29,0.27,32,1980s,gritty|dreamy,korean,false
7746,Falling Fire Wild,Volt77746,edm,hopeful,0.35,137,0.00,0.41,0.19,45,2010s,nostalgic|uplifting,japanese,false
7747,Golden Parade Neon,NeonEcho7747,indie,chill,0.41,129,0.26,0.79,0.16,77,1970s,wistful|nostalgic,german,false
7748,Burning City Paper,Shadowline7748,indie,romantic,0.25,95,1.00,0.48,0.39,39,2000s,nostalgic|uplifting,portuguese,false
7749,Paper Waves Ocean,NovaEcho7749,latin,happy,0.57,57,0.77,0.76,0.30,69,1990s,focused|moody,japanese,false
7750,Paper Sky Hollow,CosmicGarden7750,hiphop,angry,0.99,99,0.67,0.80,0.00,52,1980s,bittersweet|fierce,japanese,false
7751,Silent Road City,EchoMachine7751,folk,angry,0.32,157,0.38,0.68,0.55,35,2010s,introspective|moody,portuguese,false
7752,Velvet Horizon Midnight,Voltline7752,folk,romantic,0.34,116,0.49,0.62,0.35,70,1980s,dreamy|nostalgic,german,false
7753,Burning Drift Rising,GoldenTheory7753,lofi,angry,0.49,62,0.57,0.68,0.71,36,1990s,cozy|tender,spanish,false
7754,Velvet Bloom Distant,Glass77754,metal,angry,0.37,118,0.64,0.52,0.01,34,2000s,triumphant|tender,spanish,false
7755,Crystal Dreams Distant,CrimsonTheory7755,indie,chill,0.83,103,0.58,0.37,0.02,58,2000s,focused|cozy,portuguese,false
7756,Falling Rain Burning,VelvetTheory7756,hiphop,romantic,0.41,104,0.02,0.75,0.67,61,1980s,bright|dreamy,japanese,false
7757,Iron Motion Rising,PaperSound7757,lofi,melancholy,0.36,74,1.00,0.33,0.69,50,1990s,moody|fierce,portuguese,false
7758,Midnight Echo Storm,GoldenWave7758,folk,peaceful,0.50,78,0.60,0.17,0.53,85,2010s,fierce|introspective,japanese,false
7759,Rooftop Hymn Burning,Silverline7759,classical,energetic,0.91,69,0.15,0.45,0.49,77,2010s,moody|playful,german,false
7760,Amber City Ocean,StaticEcho7760,reggae,sad,0.39,63,0.81,0.30,0.42,72,2000s,playful|dreamy,english,false
7761,Falling Drift Sunrise,PaperCircuit7761,latin,intense,0.98,71,0.28,0.48,0.15,75,2020s,fierce|gritty,japanese,false
7762,Winter Pulse Hollow,PaperDrift7762,reggae,angry,0.81,88,0.31,0.44,0.58,45,1990s,gritty|bittersweet,korean,false
7763,Faded Motion Velvet,VelvetRoom7763,kpop,romantic,0.57,150,0.46,0.52,0.48,99,1980s,playful|nostalgic,japanese,false
7764,Silent Bloom Library,Iron77764,folk,intense,0.49,113,0.19,0.63,0.72,71,1990s,triumphant|gritty,french,false
7765,Golden Motion Velvet,VoltUnion7765,classical,intense,0.80,124,0.54,0.61,0.33,50,1970s,bittersweet|moody,french,false
7766,Library Drift Frozen,Loline7766,jazz,hopeful,1.00,76,0.23,0.83,0.16,39,1970s,bright|nostalgic,spanish,false
7767,Library Streets Wild,IndigoEcho7767,hiphop,peaceful,0.91,93,0.86,0.47,0.42,28,1990s,introspective|uplifting,english,false
7768,Glass Signal Midnight,Silverline7768,classical,sad,0.60,85,0.87,0.93,0.22,35,1980s,dreamy|dark,spanish,false
7769,Iron Fire Frozen,Solar77769,latin,energetic,0.77,120,0.40,0.92,0.35,71,1990s,cozy|triumphant,spanish,false
7770,Desert Waves Burning,VoltSound7770,latin,hopeful,0.66,136,0.58,0.27,0.11,20,1970s,gritty|triumphant,french,false
7771,Neon Coding Desert,VoltParade7771,latin,melancholy,0.94,142,0.64,0.09,0.85,52,1980s,aggressive|bright,hindi,false
7772,Amber Signal City,VoltMachine7772,edm,peaceful,0.60,111,0.30,0.49,0.93,63,2000s,playful|wistful,german,false
7773,Library Fire Amber,Glassline7773,reggae,happy,0.32,75,0.73,0.78,0.40,65,2020s,warm|bright,hindi,false
7774,Distant Nights Velvet,LunarRiders7774,lofi,energetic,0.80,108,0.79,0.43,0.30,49,1990s,bright|focused,korean,false
7775,Distant Horizon Falling,LoTheory7775,lofi,angry,0.14,158,0.36,0.53,1.00,61,1970s,fierce|dark,korean,false
7776,Sunrise Drift Falling,CrimsonRiders7776,reggae,romantic,0.51,122,0.25,0.91,0.57,77,1970s,dark|warm,spanish,false
7777,Midnight Parade Midnight,ShadowCollective7777,reggae,angry,0.25,151,0.30,0.60,0.61,32,1980s,gritty|moody,portuguese,false
7778,Midnight Rain Rooftop,Static77778,kpop,melancholy,0.15,120,0.52,0.56,0.16,66,1990s,gritty|warm,hindi,false
7779,Paper Runner Silent,GoldenHouse7779,folk,melancholy,0.62,118,0.71,0.31,0.35,69,2010s,nostalgic|gritty,hindi,true
7780,Iron Drift Golden,GoldenRiders7780,country,happy,0.60,104,0.00,0.77,0.58,28,1970s,tender|fierce,portuguese,false
7781,Amber Horizon Amber,SilverDrift7781,rock,energetic,1.00,72,0.23,0.75,0.03,36,1990s,cozy|nostalgic,hindi,false
7782,Golden Bloom Neon,Lo77782,edm,romantic,0.68,114,0.36,0.44,0.53,64,1990s,fierce|uplifting,german,false
7783,Falling Sky Summer,PixelDrift7783,metal,sad,0.45,73,0.78,0.33,0.00,47,1970s,focused|warm,german,false
7784,Crystal Signal Electric,CrimsonCollective7784,pop,hopeful,0.33,111,0.66,0.49,0.28,24,1990s,playful|warm,german,false
7785,Glass Horizon Burning,ShadowParade7785,hiphop,energetic,0.72,87,0.17,0.68,1.00,43,1970s,cozy|introspective,korean,false
7786,Library Streets Crystal,PixelLanterns7786,classical,intense,0.44,118,0.56,0.52,0.25,49,2010s,bright|dreamy,portuguese,false
7787,Golden Signal Rising,LoEcho7787,reggae,sad,0.97,93,0.76,0.46,0.40,44,2020s,nostalgic|focused,hindi,false
7788,Burning Signal City,NovaProject7788,jazz,peaceful,0.45,106,0.44,0.60,0.23,45,2000s,dark|bittersweet,spanish,false
7789,Sunrise Echo Ocean,NeonHouse7789,metal,romantic,0.59,92,0.81,0.76,0.70,33,2000s,fierce|dreamy,hindi,false
7790,Paper Sky Neon,LunarWave7790,folk,hopeful,0.53,145,0.47,0.73,0.15,58,1970s,playful|triumphant,german,false
7791,Iron Heart Sunrise,PaperSignal7791,jazz,happy,0.48,50,0.26,0.72,0.11,59,2020s,wistful|aggressive,hindi,false
7792,Burning City Burning,LunarDrift7792,rock,romantic,0.72,171,0.57,0.69,0.37,44,2000s,bright|cozy,spanish,false
7793,Distant Rain Summer,Staticline7793,kpop,angry,0.76,70,0.47,0.48,0.59,62,1980s,warm|dreamy,portuguese,false
7794,Wild Drift Sunrise,GoldenEcho7794,pop,angry,0.24,50,0.53,0.34,0.64,79,2020s,tender|cozy,spanish,true
7795,Distant Parade Shadow,EchoLanterns7795,reggae,peaceful,0.57,140,0.20,0.55,0.49,58,1970s,aggressive|introspective,spanish,false
7796,Storm Bloom Ocean,Echo77796,metal,energetic,0.69,145,0.00,0.17,0.66,65,1970s,moody|wistful,english,false
7797,Frozen Reverie Storm,NeonParade7797,indie,melancholy,0.71,64,0.52,0.53,0.31,54,2010s,warm|dreamy,spanish,false
7798,Faded Rain Iron,NeonRoom7798,metal,happy,0.85,62,1.00,0.41,0.84,71,1980s,wistful|fierce,spanish,false
7799,Glass Fire Velvet,AmberHouse7799,indie,intense,0.85,138,0.72,0.69,0.00,52,1980s,bittersweet|dark,japanese,false
7800,Glass Signal City,Amber77800,metal,sad,0.90,132,0.49,0.39,0.13,38,2020s,dark|focused,portuguese,false
7801,Winter Waves Library,Neon77801,edm,hopeful,0.67,160,0.31,0.84,0.68,46,1970s,gritty|tender,japanese,false
7802,Broken Sky Winter,Iron77802,rock,romantic,0.80,129,0.89,0.59,0.26,69,1980s,tender|introspective,german,false
7803,Sunrise Parade Storm,PaperProject7803,classical,happy,0.77,101,0.10,0.32,0.16,26,1980s,warm|fierce,portuguese,false
7804,City Horizon Iron,IronProject7804,indie,sad,0.53,61,0.68,0.84,0.10,66,2020s,focused|moody,spanish,false
7805,Storm Rain Sunrise,CrimsonSound7805,rnb,intense,0.27,75,0.59,0.50,0.27,82,1990s,gritty|cozy,spanish,false
7806,Velvet Streets Crystal,IronRiders7806,lofi,romantic,0.45,93,0.44,0.68,0.00,100,2010s,warm|triumphant,portuguese,false
7807,Ocean Heart Falling,AmberSignal7807,hiphop,peaceful,0.80,116,0.31,0.25,0.00,49,2000s,fierce|bittersweet,korean,false
7808,Desert Bloom City,Voltline7808,folk,peaceful,0.39,98,0.46,0.21,0.11,81,1990s,warm|bright,spanish,false
7809,Winter Dreams Crystal,CosmicGarden7809,pop,intense,0.38,133,0.35,0.54,0.37,73,2000s,nostalgic|fierce,japanese,false
7810,Midnight Parade Winter,EchoSignal7810,reggae,angry,0.83,124,0.67,0.23,0.45,42,1980s,playful|dreamy,japanese,false
7811,Storm Nights Amber,VelvetGarden7811,kpop,sad,0.68,106,0.96,0.23,0.40,48,1990s,warm|dreamy,hindi,true
7812,Library Bloom City,SolarCollective7812,metal,chill,1.00,57,0.76,0.52,0.49,66,1990s,playful|uplifting,korean,false
7813,Summer Coding Crystal,Solarline7813,folk,romantic,0.52,75,0.27,0.73,0.63,50,1980s,gritty|triumphant,hindi,false
7814,Golden Dreams Paper,CrimsonWave7814,edm,chill,0.71,97,0.63,0.28,1.00,9,2020s,bright|dreamy,portuguese,true
7815,Sunrise Bloom Library,GoldenHouse7815,pop,peaceful,0.60,104,0.00,0.81,0.13,56,1970s,introspective|uplifting,japanese,false
7816,Iron Nights Neon,Lunar77816,rock,peaceful,0.71,110,0.90,0.33,0.11,39,2000s,playful|dark,spanish,false
7817,Distant Lights Paper,StaticUnion7817,classical,energetic,0.53,137,0.48,0.94,0.06,84,1990s,bittersweet|moody,german,false
7818,Sunrise Waves Hollow,AmberCollective7818,metal,romantic,0.54,86,0.62,0.56,0.41,42,1990s,bright|nostalgic,english,false
7819,Shadow Lights Amber,LoWave7819,pop,angry,0.54,127,0.76,0.33,0.54,14,2010s,bittersweet|introspective,korean,true
7820,Rising Motion Rooftop,ShadowSignal7820,kpop,melancholy,0.00,127,0.40,0.32,0.00,98,2010s,warm|bittersweet,french,false
7821,Shadow Horizon Midnight,NeonEcho7821,country,peaceful,0.86,101,0.56,0.70,0.30,37,2020s,triumphant|tender,french,false
7822,Crystal Heart Summer,GlassSociety7822,pop,energetic,0.26,130,0.15,0.78,0.74,47,1980s,moody|dark,german,false
7823,Wild Road Distant,IronRoom7823,lofi,peaceful,0.71,50,0.42,0.35,1.00,83,1990s,wistful|gritty,hindi,false
7824,Storm Reverie Winter,ShadowDrift7824,pop,melancholy,0.80,111,0.25,0.89,0.99,56,2010s,dark|warm,korean,false
7825,Iron Pulse Faded,VoltSound7825,edm,melancholy,0.30,108,0.38,0.74,0.36,42,2000s,gritty|warm,hindi,false
7826,Wild Streets Burning,SilverRoom7826,rnb,sad,0.41,149,0.44,0.27,0.64,75,1970s,introspective|uplifting,spanish,false
7827,Paper Signal Silent,PixelEcho7827,classical,sad,0.67,65,0.50,0.80,0.27,82,2010s,bittersweet|gritty,french,false
7828,Electric Runner Rooftop,Staticline7828,classical,happy,0.94,50,0.70,0.38,0.00,86,2020s,uplifting|tender,spanish,false
7829,Golden Streets Iron,VoltSociety7829,country,happy,0.24,120,0.58,0.20,0.57,41,2000s,moody|nostalgic,japanese,false
7830,Burning Dreams Golden,AmberDrift7830,folk,hopeful,0.58,85,0.06,0.28,0.81,7,1990s,dark|uplifting,hindi,false
7831,Electric Echo Iron,CosmicCollective7831,rnb,hopeful,0.29,127,0.72,0.03,0.56,67,1980s,warm|uplifting,french,false
7832,Wild Nights Broken,StaticParade7832,jazz,intense,0.70,123,0.00,0.93,1.00,45,2020s,triumphant|aggressive,hindi,false
7833,Crystal Heart Winter,LunarTheory7833,classical,hopeful,0.00,97,0.36,0.67,1.00,75,2010s,wistful|focused,korean,false
7834,Crystal Bloom Broken,Novaline7834,latin,peaceful,0.96,82,0.40,0.00,1.00,56,2020s,moody|dark,english,false
7835,Distant Streets Faded,PaperTheory7835,classical,sad,0.52,111,0.37,0.53,0.45,85,2020s,bittersweet|dreamy,hindi,false
7836,Faded Road Crystal,AmberGarden7836,hiphop,melancholy,0.37,103,0.59,0.64,0.33,52,1970s,fierce|warm,korean,false
7837,Wild Lights Amber,NovaHouse7837,country,melancholy,0.40,115,0.78,0.43,0.33,94,1970s,triumphant|introspective,korean,false
7838,Burning City Library,IndigoDrift7838,rnb,hopeful,0.50,101,0.11,0.83,0.18,51,2020s,warm|triumphant,english,true
7839,Broken Streets Ocean,LoLanterns7839,rnb,chill,0.66,126,1.00,0.68,0.36,72,2000s,moody|triumphant,spanish,false
7840,Wild Motion Iron,IndigoCollective7840,country,happy,0.60,92,0.00,0.91,0.15,35,1970s,aggressive|dreamy,english,false
